20,800,500,700,1000,1000,750,,,,,,,,,,,,,,,,,,,,27,28,29,30,31,配置尾气模型时，注意小火0模型-大火0模型不能为空;小火0模型对应小火0Pos，依次对应,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,54,,,
车名,甩尾能力,重量,转向能力,最高速度,加速能力,技能回复,,漂移粒子位置,说明,,轮胎0模型,轮胎1模型,轮胎2模型,轮胎3模型,轮胎0位置（前右）,轮胎1位置（前左）,轮胎2位置（后右）,轮胎3位置（后左）,车轮放缩,制造时间,需要车间等级,所属图谱-普通0/特殊1,制造需要基础车型,车辆等级,消耗资源,人物最低需求等级,消耗积分,,,,小火0模型,小火1模型,小火2模型,小火3模型,小火4模型,小火5模型,小火0-Pos,小火1-Pos,小火2-Pos,小火3-Pos,小火4-Pos,小火5-Pos,大火0模型,大火1模型,大火2模型,大火3模型,大火4模型,大火5模型,大火0-Pos,大火1-Pos,大火2-Pos,大火3-Pos,大火4-Pos,大火5-Pos,,,,,"PosX,PosY,PosZ","RotX,RotY,RotZ"
7001,0,0,0,0,0,0,,"0.0f,0.38f,30.354f",基础车型,,res/model/avatar/car/l/luntai/car7001_luntai.dat,res/model/avatar/car/luntai/car7001_luntai.dat,res/model/avatar/car/luntai/car7001_luntai.dat,res/model/avatar/car/luntai/car7001_luntai.dat,"-25.552f,9.117f,-15.832f","26.803f,9.117f,-15.832f","-25.552f,9.117f,11.027f","26.803f,9.117f,11.027f",1,10,0,0,0,0,,0,100,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"21.611f,24.24f,27.586f","-20.514f,24.135f,27.683f",,,,,res/model/avatar/car/carfire/bfire_7001.dat,res/model/avatar/car/carfire/bfire_7001.dat,,,,,"21.855f,24.808f,31.661f","-20.593f,24.808f,31.793f",,,,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7002,0.28,0.08,0.24,0.42,0.31,0.32,,"0.0f,0.38f,30.355f",轻便简洁的车身造型，时尚而优雅，紫色的格调，自由而典雅。搭载了紫色动力引擎，该引擎动力十足，而且有静音耐磨技术。让你驾驶的心情快乐而愉悦。,,res/model/avatar/car/luntai/saiche02_luntai.dat,res/model/avatar/car/luntai/saiche02_luntai.dat,res/model/avatar/car/luntai/saiche02_luntai.dat,res/model/avatar/car/luntai/saiche02_luntai.dat,"-21.053f,9.882f,-16.477f","21.053f,9.882f,-16.477f","-24.273f,9.882f,14.378f","22.045f,9.882f,14.378f",1,140400,9,0,8,9,"1007,2000;1008,2000;1009,2000;",40,40000,,,,res/model/avatar/car/carfire/sfire_saiche02.dat,res/model/avatar/car/carfire/sfire_saiche02.dat,,,,,"24.684f,26.711f,32.24f","-22.913f,26.34f,33.214f",,,,,res/model/avatar/car/carfire/bfire_saiche02.dat,res/model/avatar/car/carfire/bfire_saiche02.dat,,,,,"24.831f,26.831f,37.397f","-22.766f,26.46f,38.372f",,,,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7003,0.05,0.05,0.05,0.06,0.04,0,,"0.0f,0.38f,30.356f",火红的色彩抹出这款赛车的性格，没错这就是红牛赛车。尤其值得一提的是车身材料由烈钢打造而成，坚硬而耐损。,,res/model/avatar/car/luntai/saiche01_luntai.dat,res/model/avatar/car/luntai/saiche01_luntai.dat,res/model/avatar/car/luntai/saiche01_luntai.dat,res/model/avatar/car/luntai/saiche01_luntai.dat,"-23.931f,8.266f,-21.931f","23.931f,8.266f,-21.931f","-22.188f,8.266f,15.515f","22.188f,8.266f,15.515f",1,3600,1,1,7018,1,,0,500,,,,res/model/avatar/car/carfire/sfire_saiche01.dat,res/model/avatar/car/carfire/sfire_saiche01.dat,,,,,"19.019f,24.377f,28.287f","-19.393f,24.118f,28.175f",,,,,res/model/avatar/car/carfire/bfire_saiche01.dat,res/model/avatar/car/carfire/bfire_saiche01.dat,,,,,"19.166f,24.239f,33.445f","-19.246f,24.239f,33.332f",,,,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7004,0.04,0.07,0.02,0.05,0.035,0,,"0.0f,0.38f,30.357f",经典橘黄风，活泼的曲线设计，精美的外形，配备了舒适的车手坐椅。没有比你的驾驶愉悦更重要的了。当然搭载了橙色动力引擎，车速同样也会让你满意的。,,res/model/avatar/car/luntai/car7004_luntai.dat,res/model/avatar/car/luntai/car7004_luntai.dat,res/model/avatar/car/luntai/car7004_luntai.dat,res/model/avatar/car/luntai/car7004_luntai.dat,"-20.366f,8.779f,-22.572f","20.366f,8.779f,-22.572f","-21.696f,8.779f,16.751f","21.696f,8.779f,16.751f",1,3600,1,0,1,1,,0,500,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"26.912f,23.361f,31.13f","-28.74f,23.361f,31.126f",,,,,res/model/avatar/car/carfire/bfire_7004.dat,res/model/avatar/car/carfire/bfire_7004.dat,,,,,"27.059f,23.482f,36.288f","-28.593f,23.482f,36.283f",,,,,,,,,"-8.0f,-10.0f,10.0f","0.0f,0.523f,0.0f"
7005,0.25,0.04,0.23,0.38,0.28,0.25,,"0.0f,0.38f,30.358f",由高贵的橘黄宝石打造的车体，虽然只有3个轮子但配置强劲的喷射流星脉冲为赛车提供稳定而持久的高速动力，使3个轮子也拥有不输给4轮赛车的强劲动力。,,res/model/avatar/car/luntai/car7005_luntai.dat,,res/model/avatar/car/luntai/car7005_luntai.dat,res/model/avatar/car/luntai/car7005_luntai.dat,"0.0f,7.837f,-34.776f",,"-21.805f,9.393f,22.707f","21.805f,9.393f,22.707f",1,108000,8,0,7,8,"1007,1600;1008,1600;1009,1600;",36,27000,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"23.441f,21.783f,45.768f","-23.663f,21.783f,45.768f",,,,,res/model/avatar/car/carfire/bfire_7009.dat,res/model/avatar/car/carfire/bfire_7009.dat,res/model/avatar/car/carfire/bfire_7009.dat,,,,"23.765f,21.783f,37.284f","-23.692f,21.783f,37.284f","0.316f,10.556f,23.293f",,,,,,,,"-10.0f,-10.0f,8.0f","0.0f,0.523f,0.0f"
7006,0.32,0.1,0.21,0.44,0.33,0.25,,"0.0f,0.38f,30.359f",小巧流线的车身，减小了阻力，获得了更快的速度，黑金引擎的配置与黑水晶材料车体浑然天成，强劲的动力不失操作性，高手往往能驾驶它抹杀一切竞争者。,,res/model/avatar/car/luntai/car7006_luntai.dat,res/model/avatar/car/luntai/car7006_luntai.dat,res/model/avatar/car/luntai/car7006_luntai.dat,res/model/avatar/car/luntai/car7006_luntai.dat,"-21.881f,8.991f,-15.849f","21.701f,8.991f,-15.849f","-21.881f,8.991f,14.255f","21.701f,8.991f,14.255f",1,140400,9,0,8,9,"1007,2000;1008,2000;1009,2000;",40,40000,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"23.232f,22.331f,32.341f","-23.917f,22.331f,32.336f",,,,,res/model/avatar/car/carfire/bfire_7004.dat,res/model/avatar/car/carfire/bfire_7004.dat,,,,,"23.38f,22.452f,37.498f","-23.77f,22.452f,37.494f",,,,,,,,,"0.0f,-10.0f,12.0f","0.0f,0.523f,0.0f"
7007,0.2,0.04,0.03,0.23,0.155,0.2,,"0.0f,0.38f,30.360f",传说这个世界有四个神奇玉米，一个梦想成为车手的勇者，历经磨难得到了它们，并花了四年时间做成了传说中的玉米车。在不经意见玉米将带你创造传说。,,res/model/avatar/car/luntai/car7007_luntai1.dat,res/model/avatar/car/luntai/car7007_luntai1.dat,res/model/avatar/car/luntai/car7007_luntai2.dat,res/model/avatar/car/luntai/car7007_luntai2.dat,"-23.331f,10.987f,-14.568f","23.331f,10.987f,-14.568f","-23.331f,12.43f,34.251f","23.331f,12.43f,34.251f",1,43200,5,0,4,5,"1001,440;1002,440;1003,440;",23,6800,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"23.66f,30.093f,46.515f","-23.42f,30.093f,46.515f",,,,,res/model/avatar/car/carfire/bfire_7015.dat,res/model/avatar/car/carfire/bfire_7015.dat,,,,,"23.802f,30.214f,52.365f","-23.278f,30.214f,52.365f",,,,,,,,,"-10.0f,-10.0f,8.0f","0.0f,0.523f,0.0f"
7008,0.08,0.08,0.06,0.09,0.06,0,,"0.0f,0.38f,30.361f",变身为赛车的鲨鱼，具有惊人的魔力。鲨鱼将鳍变成轮胎，将在大海中惊人的速度用于奔驰在陆地上。如果你能驾驭它的话，它将成为战无不胜的终极赛车。,,res/model/avatar/car/luntai/car7008_luntai.dat,res/model/avatar/car/luntai/car7008_luntai.dat,res/model/avatar/car/luntai/car7008_luntai.dat,res/model/avatar/car/luntai/car7008_luntai.dat,"-20.589f,9.321f,-12.052f","20.065f,9.321f,-12.052f","-20.589f,9.321f,14.807f","19.396f,9.321f,14.807f",1,7200,2,0,1,2,,5,1500,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"20.885f,24.364f,28.236f","-21.384f,24.364f,28.236f",,,,,res/model/avatar/car/carfire/bfire_7008.dat,res/model/avatar/car/carfire/bfire_7008.dat,res/model/avatar/car/carfire/bfire_7008.dat,res/model/avatar/car/carfire/bfire_7008.dat,,,"20.856f,24.364f,18.053f","-21.413f,24.364f,18.053f","11.366f,10.632f,19.721f","-11.23f,11.103f,19.144f",,,,,,,"-8.0f,-10.0f,10.0f","0.0f,0.523f,0.0f"
7009,0.07,0.6,0.15,0.21,0.145,0.1,,"0.0f,0.38f,30.362f",外形笨重的它，拥有巨大的破坏力和君临天下的气势，搭载了爆烈飓风增压系统。瞬间爆发力是十分优秀的，如同双子座个性一样。绝对是不可轻视的对手。,,res/model/avatar/car/luntai/car7009_luntai1.dat,,res/model/avatar/car/luntai/car7009_luntai2.dat,,"0.0f,16.248f,-30.451f",,"0.0f,10.888f,25.602f",,1,43200,5,0,4,5,"1001,440;1002,440;1003,440;",23,6800,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"19.696f,16.728f,52.675f","-19.706f,17.177f,52.664f",,,,,res/model/avatar/car/carfire/bfire_7009.dat,res/model/avatar/car/carfire/bfire_7009.dat,res/model/avatar/car/carfire/bfire_7009.dat,,,,"0.289f,27.829f,39.544f","19.431f,16.888f,42.659f","-19.917f,16.888f,42.659f",,,,,,,,"-2.0f,-10.0f,12.0f","0.0f,0.523f,0.0f"
7010,0.15,0.09,0.14,0.2,0.13,0.18,,"0.0f,0.38f,30.363f",炽热的火焰，化身为神奇的烈鸟赛车，红色的心脏引擎马力十足，同时神奇的能量会带给车手无限活力。,,res/model/avatar/car/luntai/car7010_luntai1.dat,res/model/avatar/car/luntai/car7010_luntai1.dat,res/model/avatar/car/luntai/car7010_luntai2.dat,res/model/avatar/car/luntai/car7010_luntai2.dat,"-22.621f,12.065f,-26.426f","22.579f,12.065f,-26.426f","-22.621f,9.86f,12.023f","22.579f,9.86f,12.023f",1,28800,4,1,7015,4,"1001,150;1002,150;1003,150;",18,5500,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"20.333f,18.189f,34.99f","-20.594f,18.189f,35.257f",,,,,res/model/avatar/car/carfire/bfire_7017.dat,res/model/avatar/car/carfire/bfire_7017.dat,res/model/avatar/car/carfire/bfire_7017.dat,res/model/avatar/car/carfire/bfire_7017.dat,,,"20.304f,18.189f,24.806f","-20.623f,18.189f,25.074f","5.749f,7.49f,19.006f","-5.18f,7.49f,19.006f",,,,,,,"-8.0f,-10.0f,14.0f","0.0f,0.523f,0.0f"
7011,0.11,0.35,0.17,0.18,0.12,0,,"0.0f,0.38f,30.364f",来自外太空的赛车，博派的领袖，地球人最好的朋友，它就是擎天柱，帮助善良的主人取得最终的胜利。超缸引擎喷射最巨能量的动力，坚固的车身所向披靡。,,res/model/avatar/car/luntai/saiche19_luntai.dat,res/model/avatar/car/luntai/saiche19_luntai.dat,res/model/avatar/car/luntai/saiche19_luntai.dat,res/model/avatar/car/luntai/saiche19_luntai.dat,"-21.57f,9.46f,-33.758f","21.57f,9.46f,-33.758f","-21.57f,9.46f,25.232f","21.57f,9.46f,25.232f",1,28800,4,0,3,4,"1001,150;1002,150;1003,150;",18,5500,,,,res/model/avatar/car/carfire/sfire_saiche19.dat,res/model/avatar/car/carfire/sfire_saiche19.dat,,,,,"-21.964f,27.69f,42.849f","21.866f,27.078f,42.75f",,,,,res/model/avatar/car/carfire/bfire_saiche19.dat,res/model/avatar/car/carfire/bfire_saiche19.dat,res/model/avatar/car/carfire/bfire_saiche19.dat,res/model/avatar/car/carfire/bfire_saiche19.dat,,,"-21.554f,27.354f,50.385f","-12.796f,19.144f,43.309f","11.846f,19.144f,43.309f","21.937f,27.354f,50.383f",,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7012,0.25,0.1,0.12,0.29,0.19,0.25,,"0.0f,0.38f,30.365f",超现代的外形设计与最新科学技术融合的产物，最具战斗意识的智能型赛车，具备感召车手斗志的魔法。拥有这辆赛车的车手，会感觉到人车合一的奇迹。,,res/model/avatar/car/luntai/car7012_luntai.dat,res/model/avatar/car/luntai/car7012_luntai.dat,res/model/avatar/car/luntai/car7012_luntai.dat,res/model/avatar/car/luntai/car7012_luntai.dat,"-18.519f,10.697f,-20.497f","18.519f,10.697f,-20.497f","-28.682f,10.582f,33.697f","28.682f,10.582f,33.697f",1,64800,6,0,5,6,"1001,850;1002,850;1003,850;",28,9500,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"33.476f,51.735f,60.407f","-33.62f,51.735f,60.407f",,,,,res/model/avatar/car/carfire/bfire_7012_1.dat,res/model/avatar/car/carfire/bfire_7012_1.dat,res/model/avatar/car/carfire/bfire_7012_2.dat,res/model/avatar/car/carfire/bfire_7012_2.dat,res/model/avatar/car/carfire/bfire_7012_2.dat,,"33.644f,43.487f,1.786f","-32.775f,43.487f,1.786f","17.725f,18.025f,38.516f","0.449f,18.025f,33.321f","-18.406f,18.025f,38.516f",,,,,,"-4.0f,-10.0f,12.0f","0.0f,0.523f,0.0f"
7013,0.07,0.2,0.15,0.14,0.095,0,,"0.0f,0.38f,30.366f","装备两个巨大铲斗的铲车，贯彻向前的信念,无视任何阻碍,搭载红晶动力系统，使它拥有与笨重外形不相符的速度，抱着勇往直前的信念，铲除所有障碍吧。",,res/model/avatar/car/luntai/saiche17_luntai.dat,res/model/avatar/car/luntai/saiche17_luntai.dat,res/model/avatar/car/luntai/saiche17_luntai.dat,res/model/avatar/car/luntai/saiche17_luntai.dat,"-20.613f,8.711f,-20.659f","20.585f,8.711f,-20.659f","-20.613f,8.711f,16.057f","20.585f,8.711f,16.057f",1,18000,3,0,2,3,,13,4000,,,,res/model/avatar/car/carfire/sfire_saiche17.dat,res/model/avatar/car/carfire/sfire_saiche17.dat,,,,,"20.727f,8.474f,34.621f","-21.8f,9.086f,34.718f",,,,,res/model/avatar/car/carfire/bfire_saiche17.dat,res/model/avatar/car/carfire/bfire_saiche17.dat,,,,,"20.798f,8.75f,42.254f","-21.39f,8.75f,42.254f",,,,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7014,0.35,0.15,0.28,0.5,0.35,0.35,,"-0.312f,0.38f,21.354f",超黑合金打造的速度型蝙蝠车拥有无可比拟的速度，超乎想象的灵巧。被称为最快，最强一点也不为过。在赛道上宛如夜空的无影飞蝠，灵动的奔驰着。,,res/model/avatar/car/luntai/car7014_luntai.dat,res/model/avatar/car/luntai/car7014_luntai.dat,res/model/avatar/car/luntai/car7014_luntai.dat,res/model/avatar/car/luntai/car7014_luntai.dat,"-17.301f,8.357f,-18.068f","17.301f,8.357f,-18.068f","-17.301f,8.357f,15.618f","17.301f,8.357f,15.618f",1,172800,10,0,9,10,"1013,3000;1014,3000;1015,3000;",44,50000,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"14.345f,12.177f,25.707f","-16.271f,12.177f,25.707f",,,,,res/model/avatar/car/carfire/bfire_7014_1.dat,res/model/avatar/car/carfire/bfire_7014_2.dat,res/model/avatar/car/carfire/bfire_7014_2.dat,res/model/avatar/car/carfire/bfire_7014_2.dat,res/model/avatar/car/carfire/bfire_7014_2.dat,,"-0.074f,7.264f,-24.759f","13.018f,14.601f,20.528f","-13.155f,14.601f,20.528f","14.764f,6.825f,20.528f","-16.179f,6.825f,20.528f",,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7015,0.1,0.08,0.13,0.2,0.115,0.1,,"-0.312f,0.38f,21.354f",犹如铁盾一般，车身由潘多达星球的钻石矿打造而成，外形以蚂蚁为原型设计改造，出色的动力使它拥有赛车中将军的称号，没有什么能击碎它前进的意志。,,res/model/avatar/car/luntai/car7015_luntai.dat,res/model/avatar/car/luntai/car7015_luntai.dat,res/model/avatar/car/luntai/car7015_luntai.dat,res/model/avatar/car/luntai/car7015_luntai.dat,"-21.695f,9.438f,-20.214f","21.694f,9.438f,-20.214f","-21.694f,9.438f,17.057f","21.694f,9.438f,17.057f",1,28800,4,0,3,4,"1001,150;1002,150;1003,150;",18,5500,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"14.939f,12.075f,37.125f","-15.178f,12.686f,37.223f",,,,,res/model/avatar/car/carfire/bfire_7015.dat,res/model/avatar/car/carfire/bfire_7015.dat,,,,,"15.009f,12.351f,43.321f","-14.768f,12.351f,43.37f",,,,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
7016,0.21,0.05,0.05,0.25,0.17,0.1,,"-0.312f,0.38f,21.354f","火红的身躯，亮丽的外形，这就是高速的赤隼，杰出的深红动力引擎,拥有强力的电磁动力机组。涡轮增压系统也表现得更为强劲，是众多车手绝对的选择。",,res/model/avatar/car/luntai/saiche03_luntai.dat,res/model/avatar/car/luntai/saiche03_luntai.dat,res/model/avatar/car/luntai/saiche03_luntai.dat,res/model/avatar/car/luntai/saiche03_luntai.dat,"-19.95f,8.342f,-15.016f","19.95f,8.342f,-15.016f","-19.95f,8.342f,17.666f","19.95f,8.342f,17.666f",1,43200,5,0,4,5,"1001,440;1002,440;1003,440;",23,6800,,,,res/model/avatar/car/carfire/sfire_saiche03.dat,res/model/avatar/car/carfire/sfire_saiche03.dat,,,,,"8.196f,10.661f,30.28f","-7.976f,10.584f,29.158f",,,,,res/model/avatar/car/carfire/bfire_saiche03.dat,res/model/avatar/car/carfire/bfire_saiche03.dat,res/model/avatar/car/carfire/bfire_saiche03.dat,,,,"8.707f,11.044f,19.984f","-8.345f,11.356f,19.984f","0.289f,16.252f,22.856f",,,,,,,,"-10.0f,-10.0f,5.0f","0.0f,0.523f,0.0f"
7017,0.15,0.5,0.25,0.32,0.22,0.1,,"-0.312f,0.38f,21.354f",车身是由银河列车的蓝色纳米材料精练打造，吸收了了穿梭于银河的所有微粒灵气。身躯虽然庞大但动力十足，配置了银河列车的动力火炉，为胜利而鸣笛。,,res/model/avatar/car/luntai/car7017_luntai1.dat,res/model/avatar/car/luntai/car7017_luntai1.dat,res/model/avatar/car/luntai/car7017_luntai2.dat,res/model/avatar/car/luntai/car7017_luntai2.dat,"-28.29f,12.494f,-30.193f","28.349f,12.494f,-30.193f","-21.617f,9.607f,28.91f","21.677f,9.607f,28.91f",1,86400,7,0,6,7,"1007,1220;1008,1220;1009,1220;",32,13400,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"19.417f,27.451f,39.186f","-19.788f,27.451f,39.186f",,,,,res/model/avatar/car/carfire/bfire_7017.dat,res/model/avatar/car/carfire/bfire_7017.dat,res/model/avatar/car/carfire/bfire_7017.dat,res/model/avatar/car/carfire/bfire_7017.dat,,,"30.021f,35.19f,28.554f","-30.366f,35.19f,28.554f","19.769f,29.713f,33.436f","-20.287f,29.713f,33.174f",,,,,,,"0.0f,-10.0f,18.0f","0.0f,0.523f,0.0f"
7018,0.02,0.1,0.04,0.03,0.03,0,,"0.0f,0.0f,38.702f",偶像神话将在这里上演，现代时尚风的跑车，时尚青年拉风的选择，搭载绝对高科技的长笛引擎，风笛空气动力系统。现代跑车的速度会让所有人为之惊叹。,,res/model/avatar/car/luntai/saiche10_luntai.dat,res/model/avatar/car/luntai/saiche10_luntai.dat,res/model/avatar/car/luntai/saiche10_luntai.dat,res/model/avatar/car/luntai/saiche10_luntai.dat,"-23.156f,9.532f,-26.24f","23.156f,9.532f,-26.24f","-23.156f,9.532f,30.257f","23.156f,9.532f,30.257f",1,3600,1,0,1,1,,0,500,,,,res/model/avatar/car/carfire/sfire_saiche10.dat,res/model/avatar/car/carfire/sfire_saiche10.dat,,,,,"20.885f,18.727f,48.797f","-21.384f,18.727f,48.797f",,,,,res/model/avatar/car/carfire/bfire_saiche10.dat,res/model/avatar/car/carfire/bfire_saiche10.dat,res/model/avatar/car/carfire/bfire_saiche10.dat,res/model/avatar/car/carfire/bfire_saiche10.dat,,,"12.646f,14.375f,40.282f","-13.478f,14.846f,39.704f","20.856f,18.727f,38.613f","-21.413f,18.727f,38.613f",,,,,,,"0.0f,-10.0f,20.0f","0.0f,0.523f,0.0f"
7019,0.27,0.03,0.2,0.35,0.25,0.1,,"-0.312f,0.38f,21.354f",音速摩托，一辆驰骋在卡丁车世界的摩托，引领另一种风潮。以凝结气流灵子作为动力能源，追风领跑在赛道上，在优秀车手的驾驭下，不断刷新速度神话。,,res/model/avatar/car/luntai/saiche18_luntai1.dat,,res/model/avatar/car/luntai/saiche18_luntai2.dat,,"0.116f,9.572f,-23.472f",,"0.086f,11.759f,34.041f",,1,86400,7,0,6,7,"1007,1220;1008,1220;1009,1220;",32,13400,,,,res/model/avatar/car/carfire/sfire_saiche18.dat,res/model/avatar/car/carfire/sfire_saiche18.dat,,,,,"16.956f,24.605f,55.626f","-13.401f,24.605f,55.604f",,,,,res/model/avatar/car/carfire/bfire_saiche18_1.dat,res/model/avatar/car/carfire/bfire_saiche18_1.dat,res/model/avatar/car/carfire/bfire_saiche18_1.dat,res/model/avatar/car/carfire/bfire_saiche18_2.dat,res/model/avatar/car/carfire/bfire_saiche18_2.dat,,"14.552f,23.467f,45.805f","-14.378f,24.752f,45.811f","-0.087f,33.946f,42.769f","14.274f,15.619f,41.994f","-14.511f,15.865f,41.925f",,,,,,"-10.0f,-10.0f,5.0f","0.0f,0.523f,0.0f"
7020,0,0.06,0,0,0.05,0,,"0.0f,0.38f,30.354f",基础车的改良版,,res/model/avatar/car/luntai/car7020_luntai.dat,res/model/avatar/car/luntai/car7020_luntai.dat,res/model/avatar/car/luntai/car7020_luntai.dat,res/model/avatar/car/luntai/car7020_luntai.dat,"-22.479f,8.666f,-25.869f","27.735f,8.666f,-25.869f","-22.479f,8.666f,9.951f","27.735f,8.666f,9.951f",1,10,0,0,0,0,"1001,1;",0,0,,,,res/model/avatar/car/carfire/sfire_7004.dat,res/model/avatar/car/carfire/sfire_7004.dat,,,,,"26.876f,22.901f,27.346f","-25.783f,22.792f,27.447f",,,,,res/model/avatar/car/carfire/bfire_7001.dat,res/model/avatar/car/carfire/bfire_7001.dat,,,,,"27.447f,23.491f,31.579f","-25.882f,23.491f,31.716f",,,,,,,,,"0.0f,-10.0f,15.0f","0.0f,0.523f,0.0f"
